order_id,order_date,amount,product_id
1082,2023-08-07,1736.07,102
1083,2023-06-18,789.0,113
1084,2023-09-29,1856.71,115
1085,2023-10-20,874.86,118
1086,2024-11-08,1450.9,105
1087,2023-07-14,628.58,102
1088,2024-08-16,1484.69,102
1089,2023-11-18,161.47,119
1090,2024-05-03,1030.56,117
1091,2023-06-11,160.92,117
1092,2023-03-24,1710.12,103
1093,2024-09-01,182.52,108
1094,2024-02-18,283.78,119
1095,2023-09-10,1178.89,102
1096,2024-09-26,209.87,119
1097,2024-08-01,1069.43,109
1098,2023-07-29,1355.97,111
1099,2023-09-02,567.95,105
1100,2024-11-18,1308.73,115
1101,2023-11-20,1861.59,103
1102,2023-01-10,943.66,119
1103,2023-04-13,192.86,107
1104,2024-06-02,567.14,112
1105,2023-03-12,1764.58,112
1106,2023-10-19,357.61,118
1107,2024-12-21,639.91,117
1108,2023-01-09,1352.33,118
1109,2023-11-03,1866.92,104
1110,2023-05-18,565.71,104
1111,2024-07-20,353.12,110
1112,2024-09-11,460.73,111
1113,2023-07-28,1390.62,109
1114,2024-06-01,1002.64,102
1115,2023-04-05,1286.85,109
1116,2023-02-15,56.91,105
1117,2024-10-14,1960.61,106
1118,2024-03-28,1125.78,114
1119,2024-07-28,68.86,103
1120,2024-12-08,1812.66,118
1121,2023-02-06,1677.46,119
1122,2024-07-19,338.78,105
1123,2023-02-12,651.1,102
1124,2024-01-02,459.65,108
1125,2024-11-13,250.45,118
1126,2024-02-21,1948.98,105
1127,2023-08-31,1735.98,106
1128,2024-02-27,98.33,111
1129,2024-02-26,1614.36,108
1130,2023-10-01,360.44,104
1131,2024-01-27,1750.73,116
1132,2023-08-16,439.17,115
1133,2023-12-25,645.12,108
1134,2023-08-17,96.15,107
1135,2024-02-13,690.11,103
1136,2023-10-13,734.73,117
1137,2024-02-14,1375.06,118
1138,2023-12-06,1881.51,104
1139,2023-09-25,398.21,109
1140,2023-02-09,261.38,114
1141,2023-12-20,1470.66,111
1142,2024-03-22,1232.11,117
1143,2023-04-29,801.13,119
1144,2023-07-14,546.71,114
1145,2023-01-02,1063.84,118
1146,2024-12-04,1452.89,107
1147,2024-01-08,891.03,111
1148,2024-09-30,662.14,104
1149,2023-11-04,1038.89,114
1150,2023-12-01,834.68,110
1151,2024-07-21,298.21,114
1152,2024-11-11,1883.71,106
1153,2024-09-22,1159.76,113
1154,2024-07-15,1675.76,110
1155,2023-10-21,459.86,119
1156,2024-09-13,1326.68,115
1157,2024-03-28,912.21,107
1158,2024-06-07,972.71,106
1159,2024-11-05,215.35,117
1160,2024-11-10,1284.23,111
1161,2023-04-06,1645.93,108
1162,2024-11-19,655.32,107
1163,2023-05-31,97.63,108
1164,2024-05-01,1241.98,103
1165,2024-04-11,858.16,119
1166,2023-07-19,1450.77,113
1167,2024-05-21,829.32,105
1168,2024-11-02,1390.86,104
1169,2024-03-11,476.74,117
1170,2024-04-20,147.93,108
1171,2023-05-05,940.1,115
1172,2024-11-14,1085.71,118
1173,2024-09-01,668.73,115
1174,2024-09-19,1639.26,117
1175,2024-03-12,1669.61,118
1176,2024-04-01,1799.56,116
1177,2024-04-05,555.42,108
1178,2024-10-14,590.76,117
1179,2024-05-11,1272.16,109
1180,2024-03-26,201.09,110
1181,2023-08-29,579.84,111
1182,2024-07-07,207.13,105
1183,2023-08-25,796.92,105
1184,2024-12-24,467.21,114
1185,2024-02-22,695.22,115
1186,2024-03-01,171.42,114
1187,2024-02-03,1814.44,119
1188,2024-12-13,88.09,119
1189,2024-01-25,980.11,112
1190,2023-11-02,1519.28,114
1191,2024-07-05,1507.66,118
1192,2024-09-09,1800.73,116
1193,2023-08-13,582.22,116
1194,2023-01-30,808.27,113
1195,2023-06-19,1688.99,105
1196,2024-09-29,1091.54,113
1197,2024-08-29,1150.56,101
1198,2023-03-27,1303.36,105
1199,2024-04-17,404.37,109
1200,2024-01-24,688.34,115
1201,2023-12-01,708.13,113
1202,2023-10-12,1516.42,114
1203,2023-09-16,1678.08,116
1204,2023-01-20,1510.6,102
1205,2023-12-25,487.23,103
1206,2024-10-29,128.5,101
1207,2023-09-11,438.75,101
1208,2024-09-28,347.15,105
1209,2024-04-29,1355.44,119
1210,2023-08-12,956.82,109
1211,2024-01-13,377.19,120
1212,2023-04-28,1566.69,106
1213,2023-11-15,260.79,101
1214,2023-11-16,1172.8,113
1215,2024-02-11,1885.87,107
1216,2023-03-19,1204.59,108
1217,2023-04-15,1409.53,110
1218,2024-12-01,1220.8,104
1219,2024-08-02,1576.14,112
1220,2024-06-29,885.34,112
1221,2023-03-12,1036.62,111
1222,2023-01-13,1706.67,116
1223,2023-04-19,895.37,112
1224,2024-10-12,1788.57,115
1225,2024-12-25,348.33,106
1226,2024-06-18,1932.67,109
1227,2024-09-22,1625.99,118
1228,2024-05-10,956.5,119
1229,2023-10-02,678.49,108
1230,2023-03-30,593.91,115
1231,2023-09-07,1513.43,119
1232,2024-09-16,1352.97,111
1233,2023-01-30,1013.9,111
1234,2023-07-06,1000.72,112
1235,2023-09-22,713.66,120
1236,2024-12-19,1766.21,118
1237,2023-01-11,1057.42,107
1238,2023-03-29,520.64,114
1239,2024-05-15,1132.59,108
1240,2024-12-08,978.38,116
1241,2024-04-03,1596.22,103
1242,2023-10-29,482.11,108
1243,2023-11-10,1344.72,112
1244,2024-04-29,1129.27,112
1245,2024-03-11,1993.43,118
1246,2023-12-05,736.03,115
1247,2023-10-05,647.91,108
1248,2023-05-04,1456.5,111
1249,2023-05-03,1498.62,106
1250,2023-07-16,471.95,116
1251,2023-10-11,1462.94,117
1252,2024-09-03,601.85,104
1253,2023-07-18,627.68,112
1254,2023-07-03,639.42,118
1255,2023-05-10,584.91,102
1256,2024-07-20,619.67,105
1257,2024-10-15,1743.5,116
1258,2023-04-16,1751.8,119
1259,2023-10-19,965.32,115
1260,2023-12-15,409.51,102
1261,2023-09-16,1885.07,116
1262,2023-04-27,1653.13,113
1263,2024-05-18,194.46,102
1264,2023-06-05,340.94,119
1265,2023-11-08,216.1,108
1266,2023-05-02,1138.24,114
1267,2024-09-12,1212.45,120
1268,2023-08-20,1562.6,113
1269,2024-04-06,1821.58,110
1270,2024-08-25,1980.56,110
1271,2024-08-05,1261.0,120
1272,2023-04-12,1897.8,107
1273,2024-10-02,461.5,103
1274,2023-06-10,517.74,118
1275,2023-03-18,355.24,114
1276,2024-04-06,1394.27,116
1277,2023-10-26,113.65,110
1278,2024-12-24,601.3,115
1279,2023-03-14,1390.4,109
1280,2024-10-02,1200.09,107
1281,2024-03-11,273.81,108
1282,2024-10-25,340.53,109
1283,2023-05-26,189.25,106
1284,2023-11-11,1210.34,119
1285,2023-10-23,906.35,115
1286,2024-12-06,642.98,113
1287,2023-10-06,1025.92,116
1288,2024-03-24,206.86,102
1289,2024-03-18,1482.34,120
1290,2023-09-14,100.44,108
1291,2024-11-21,1680.12,119
1292,2024-08-24,1904.03,109
1293,2024-08-13,128.45,106
1294,2024-04-26,1061.98,115
1295,2023-10-12,403.9,119
1296,2024-03-22,1287.83,116
1297,2023-04-04,966.52,114
1298,2023-12-08,676.06,104
1299,2023-06-14,693.12,116
1300,2023-10-23,1342.04,113
1301,2024-07-17,121.56,103
1302,2023-11-19,542.18,104
1303,2024-02-18,1736.58,101
1304,2024-11-04,1745.27,115
1305,2024-02-28,155.7,117
1306,2024-01-06,1264.14,116
1307,2024-10-02,911.98,102
1308,2023-07-28,570.76,105
1309,2023-10-22,904.33,116
1310,2023-05-05,106.3,120
1311,2023-09-03,1434.08,110
1312,2024-07-18,76.67,114
1313,2023-04-06,488.17,104
1314,2024-04-17,1896.77,105
1315,2024-05-25,1868.67,110
1316,2024-06-05,1425.55,114
1317,2024-05-09,1961.48,108
1318,2024-04-12,1124.97,113
1319,2023-07-15,1847.64,117
1320,2023-05-20,1734.85,109
1321,2024-02-29,712.76,117
1322,2023-10-01,1650.07,110
1323,2023-11-02,1683.08,119
1324,2024-11-06,1004.8,105
1325,2024-04-02,1100.23,112
1326,2023-12-07,1126.24,118
1327,2024-01-22,937.92,111
1328,2023-07-13,1962.51,108
1329,2024-08-08,796.79,114
1330,2023-02-14,670.44,116
1331,2024-12-23,1831.19,113
1332,2024-01-31,1977.41,105
1333,2024-05-22,1931.41,105
1334,2024-05-29,1932.44,111
1335,2023-04-13,1754.67,115
1336,2023-04-13,1075.6,115
1337,2023-01-16,1458.77,114
1338,2024-11-01,1941.42,103
1339,2024-04-25,1573.97,109
1340,2023-12-13,1265.36,113
1341,2024-10-27,206.61,111
1342,2024-11-21,1725.72,113
1343,2023-11-21,1272.26,116
1344,2024-07-08,120.0,103
1345,2023-08-29,1280.76,110
1346,2023-08-21,1506.19,114
1347,2023-04-11,1532.72,104
1348,2024-03-30,374.41,110
1349,2023-01-30,139.68,102
1350,2023-10-28,749.0,114
1351,2023-05-30,526.18,114
1352,2024-08-02,1379.51,106
1353,2023-06-24,391.39,120
1354,2024-01-27,1258.44,108
1355,2024-05-24,1830.02,105
1356,2023-08-26,949.24,109
1357,2024-04-15,547.89,101
1358,2024-04-21,1807.36,118
1359,2023-06-11,194.03,112
1360,2024-08-24,633.35,114
1361,2024-12-07,537.69,110
1362,2023-07-23,1998.78,116
1363,2023-04-20,512.55,119
1364,2024-01-03,1170.88,110
1365,2023-01-23,1956.99,113
1366,2023-10-09,65.79,102
1367,2024-09-12,1503.09,110
1368,2023-08-24,1233.78,112
1369,2023-08-13,1291.4,120
1370,2023-09-14,1371.64,105
1371,2024-10-05,239.47,102
1372,2023-11-13,1587.79,102
1373,2024-08-16,761.48,105
1374,2023-04-03,1823.77,111
1375,2024-03-01,392.5,105
1376,2024-07-06,1759.1,112
1377,2024-06-27,1028.5,109
1378,2023-06-18,551.09,116
1379,2023-10-30,1505.79,111
1380,2023-04-28,963.25,103
1381,2023-05-25,1520.6,108
1382,2024-11-23,1462.22,113
1383,2024-07-24,763.26,113
1384,2023-01-15,565.69,104
1385,2024-04-10,768.74,109
1386,2024-08-21,793.0,112
1387,2023-04-21,1365.93,116
1388,2023-01-26,1258.12,118
1389,2023-12-02,1834.75,108
1390,2024-10-25,173.27,115
1391,2024-12-18,639.27,114
1392,2023-04-30,322.57,102
1393,2023-11-08,1992.06,104
1394,2023-04-10,507.86,118
1395,2023-05-19,807.86,112
1396,2024-11-17,1901.29,118
1397,2024-03-05,1195.31,105
1398,2024-02-29,1327.1,116
1399,2024-09-22,845.83,109
1400,2023-02-03,1396.05,107
1401,2024-03-30,917.16,108
1402,2024-01-07,243.74,112
1403,2024-07-11,1808.31,112
1404,2023-03-04,826.37,107
1405,2023-05-06,1900.57,115
1406,2023-04-04,1342.4,120
1407,2023-01-22,148.63,111
1408,2023-09-07,1978.2,119
1409,2023-07-30,183.79,118
1410,2023-08-01,1193.45,108
1411,2023-12-03,1560.02,120
1412,2023-01-03,590.69,105
1413,2023-05-14,1103.42,106
1414,2023-04-23,1339.06,101
1415,2023-05-15,78.98,108
1416,2024-08-25,681.35,106
1417,2023-09-29,152.18,114
1418,2024-06-22,271.62,103
1419,2024-05-02,924.14,112
1420,2024-06-09,1207.65,115
1421,2024-05-30,482.02,120
1422,2023-02-14,1468.12,117
1423,2023-11-05,943.18,101
1424,2023-03-04,1997.24,113
1425,2024-03-12,1387.89,116
1426,2024-12-30,1823.92,103
1427,2023-03-24,678.12,105
1428,2023-03-09,296.07,120
1429,2024-10-10,1191.46,111
1430,2024-01-26,1989.52,117
1431,2023-10-29,934.75,120
1432,2024-03-16,243.4,104
1433,2024-11-01,1319.29,118
1434,2023-08-09,888.64,108
1435,2024-02-28,710.92,115
1436,2024-02-13,861.18,104
1437,2023-11-17,882.19,109
1438,2024-01-19,1909.51,116
1439,2023-03-10,227.89,103
1440,2023-04-06,892.16,112
1441,2023-05-14,1134.92,119
1442,2024-07-29,1145.28,104
1443,2024-02-25,739.52,114
1444,2023-02-22,1938.38,120
1445,2023-11-16,735.71,119
1446,2024-06-03,464.84,116
1447,2023-08-18,1702.19,112
1448,2024-07-23,766.74,109
1449,2024-08-10,491.01,114
1450,2024-07-28,1950.37,120
1451,2024-09-20,1366.2,118
1452,2023-01-27,1237.54,109
1453,2023-01-30,401.81,110
1454,2023-12-14,734.5,106
1455,2023-05-27,1154.33,113
1456,2023-03-13,326.66,101
1457,2023-04-04,1504.92,107
1458,2024-01-21,868.67,111
1459,2023-06-11,771.6,111
1460,2024-08-04,1212.64,102
1461,2023-06-09,356.95,120
1462,2023-02-20,1364.24,109
1463,2024-03-29,1340.78,116
1464,2024-09-13,911.99,109
1465,2023-08-09,1522.14,104
1466,2023-12-20,888.33,110
1467,2024-11-25,1373.05,116
1468,2024-06-23,1350.91,102
1469,2023-08-14,820.76,120
1470,2023-02-26,64.99,110
1471,2023-08-05,1546.33,109
1472,2023-10-24,689.84,101
1473,2024-05-24,1506.68,106
1474,2023-05-13,791.4,108
1475,2024-05-27,1139.51,112
1476,2023-03-15,824.29,102
1477,2024-03-22,86.55,103
1478,2023-11-17,1172.73,119
1479,2024-02-19,1433.52,114
1480,2023-10-24,274.59,101
1481,2023-11-29,385.15,120
1482,2024-04-16,1672.45,112
1483,2023-04-01,901.59,104
1484,2023-09-07,899.57,113
1485,2024-06-20,203.36,110
1486,2023-12-14,482.07,106
1487,2023-03-20,1045.44,104
1488,2024-06-27,1044.41,112
1489,2023-12-26,1468.39,105
1490,2023-08-30,250.47,109
1491,2023-07-22,388.32,105
1492,2024-11-02,196.94,116
1493,2024-04-20,1521.17,119
1494,2024-04-04,1378.21,119
1495,2024-10-20,1288.83,120
1496,2023-11-27,1735.28,111
1497,2023-06-04,907.54,116
1498,2024-03-28,1281.2,109
1499,2024-08-28,159.54,117
1500,2023-03-17,655.3,115
